Diet Type,Day,Meal,Dish Combo,Ingredients (per serving),Healthy Tag,Calories (kcal),Carbs (g),Protein (g),Fats (g)
Eggitarian,237,Day Total,,—,Balanced,801,143,24,18
Eggitarian,238,Breakfast,Ragi Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,205,32,4,3
Eggitarian,238,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,238,Lunch,Onion Dosa + Egg Pepper Fry,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,326,51,9,7
Eggitarian,238,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,238,Dinner,Rava Dosa + Egg Sambar,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,316,47,9,9
Eggitarian,238,Day Total,,—,Balanced,847,130,22,19
Eggitarian,239,Breakfast,Neer Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,199,38,5,3
Eggitarian,239,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,239,Lunch,Masala Dosa + Egg Gojju,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,318,52,9,9
Eggitarian,239,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,239,Dinner,Neer Dosa + Egg Pepper Curry,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,316,53,9,8
Eggitarian,239,Day Total,,—,Balanced,833,143,23,20
Eggitarian,240,Breakfast,Rava Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,189,32,5,3
Eggitarian,240,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,240,Lunch,Onion Dosa + Egg Keema,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,372,51,11,11
Eggitarian,240,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,240,Dinner,Set Dosa + Egg Pepper Curry,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,318,50,9,8
Eggitarian,240,Day Total,,—,Balanced,879,133,25,22
Eggitarian,241,Breakfast,Ragi Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,205,32,4,3
Eggitarian,241,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,241,Lunch,Uttapam + Egg Pepper Curry,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,321,50,10,8
Eggitarian,241,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,241,Dinner,Kotte Kadubu + Masala Omelette Dosa,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,324,52,9,8
Eggitarian,241,Day Total,,—,Balanced,850,134,23,19
Eggitarian,242,Breakfast,Neer Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,199,38,5,3
Eggitarian,242,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,242,Lunch,Ragi Dosa + Egg Tomato Curry,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,323,46,8,8
Eggitarian,242,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,242,Dinner,Rava Idli + Egg Pepper Fry,"Rice 50g, Urad Dal 20g, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,303,46,8,8
Eggitarian,242,Day Total,,—,Balanced,825,130,21,19
Eggitarian,243,Breakfast,Jolada Rotti,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g",Healthy,198,34,5,3
Eggitarian,243,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,243,Lunch,Neer Dosa + Egg Bhurji (BLR style),"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,362,52,11,12
Eggitarian,243,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,243,Dinner,Mallige Idli + Egg Masala,"Rice 50g, Urad Dal 20g, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,304,50,9,7
Eggitarian,243,Day Total,,—,Balanced,864,136,25,22
Eggitarian,244,Breakfast,Rava Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,177,32,4,3
Eggitarian,244,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,244,Lunch,Rava Dosa + Egg Masala,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,310,45,10,8
Eggitarian,244,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,244,Dinner,Moode Idli + Egg Pesarattu,"Rice 50g, Urad Dal 20g, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,310,54,10,8
Eggitarian,244,Day Total,,—,Balanced,797,131,24,19
Eggitarian,245,Breakfast,Wheat Phulka,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,188,31,6,3
Eggitarian,245,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,245,Lunch,Sajje Rotti + Generic Item,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,538,91,15,12
Eggitarian,245,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,245,Dinner,Egg Dosa + Egg Roast,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,350,50,11,10
Eggitarian,245,Day Total,,—,Balanced,1076,172,32,25
Eggitarian,246,Breakfast,Onion Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,200,37,5,3
Eggitarian,246,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,246,Lunch,Neer Dosa + Egg Bhurji (BLR style),"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,362,52,11,12
Eggitarian,246,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,246,Dinner,Egg Dosa + Egg Pesarattu,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,315,51,9,8
Eggitarian,246,Day Total,,—,Balanced,877,140,25,23
Eggitarian,247,Breakfast,Rava Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,189,32,5,3
Eggitarian,247,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,247,Lunch,Mallige Idli + Generic Item,"Rice 50g, Urad Dal 20g, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,532,91,15,12
Eggitarian,247,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,247,Dinner,Ragi Dosa + Egg Masala,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,326,46,9,8
Eggitarian,247,Day Total,,—,Balanced,1047,169,29,23
Eggitarian,248,Breakfast,Jolada Rotti,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g",Healthy,198,34,5,3
Eggitarian,248,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,248,Lunch,Rava Idli + Generic Item,"Rice 50g, Urad Dal 20g, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,527,87,14,12
Eggitarian,248,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,248,Dinner,Moode Idli + Egg Roast,"Rice 50g, Urad Dal 20g, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,344,54,12,10
Eggitarian,248,Day Total,,—,Balanced,1069,175,31,25
Eggitarian,249,Breakfast,Set Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,201,34,5,3
Eggitarian,249,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,249,Lunch,Rava Dosa + Egg Masala,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,310,45,10,8
Eggitarian,249,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,249,Dinner,Masala Dosa + Generic Item,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,549,94,15,12
Eggitarian,249,Day Total,,—,Balanced,1060,173,30,23
Eggitarian,250,Breakfast,Jolada Rotti,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g",Healthy,198,34,5,3
Eggitarian,250,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,250,Lunch,Uttapam + Egg Sambar,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,331,50,9,8
Eggitarian,250,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,250,Dinner,Masala Dosa + Masala Omelette Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,322,53,10,8
Eggitarian,250,Day Total,,—,Balanced,851,137,24,19
Eggitarian,251,Breakfast,Neer Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,199,38,5,3
Eggitarian,251,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,251,Lunch,Masala Dosa + Generic Item,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,549,94,15,12
Eggitarian,251,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,251,Dinner,Rava Idli + Generic Item,"Rice 50g, Urad Dal 20g, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,527,87,14,12
Eggitarian,251,Day Total,,—,Balanced,1275,219,34,27
Eggitarian,252,Breakfast,Uttapam,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,204,35,5,3
Eggitarian,252,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,252,Lunch,Moode Idli + Boiled Eggs with Chutney,"Rice 50g, Urad Dal 20g, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,301,54,10,7
Eggitarian,252,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,252,Dinner,Onion Dosa + Egg Gojju,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,318,50,9,8
Eggitarian,252,Day Total,,—,Balanced,823,139,24,18
Eggitarian,253,Breakfast,Neer Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,199,38,5,3
Eggitarian,253,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,253,Lunch,Masala Dosa + Egg Pesarattu,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,328,54,10,8
Eggitarian,253,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,253,Dinner,Kotte Kadubu + Boiled Eggs with Chutney,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,321,53,10,7
Eggitarian,253,Day Total,,—,Balanced,848,145,25,18
Eggitarian,254,Breakfast,Uttapam,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,204,35,5,3
Eggitarian,254,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,254,Lunch,Sajje Rotti + Egg Pepper Curry,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,305,52,9,9
Eggitarian,254,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,254,Dinner,Onion Dosa + Egg Pepper Fry,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,326,51,9,7
Eggitarian,254,Day Total,,—,Balanced,835,138,23,19
Eggitarian,255,Breakfast,Onion Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,200,37,5,3
Eggitarian,255,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,255,Lunch,Set Dosa + Boiled Eggs with Chutney,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,321,49,10,7
Eggitarian,255,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,255,Dinner,Sajje Rotti + Egg Pepper Curry,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,305,52,9,9
Eggitarian,255,Day Total,,—,Balanced,826,138,24,19
Eggitarian,256,Breakfast,Onion Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,200,37,5,3
Eggitarian,256,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,256,Lunch,Moode Idli + Masala Omelette Dosa,"Rice 50g, Urad Dal 20g, Salt 2g + Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,304,53,9,8
Eggitarian,256,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,256,Dinner,Neer Dosa + Egg Tomato Curry,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,317,52,8,8
Eggitarian,256,Day Total,,—,Balanced,821,142,22,19
Eggitarian,257,Breakfast,Kotte Kadubu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,202,38,5,3
Eggitarian,257,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,257,Lunch,Neer Dosa + Egg Keema,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,370,52,11,11
Eggitarian,257,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,257,Dinner,Egg Dosa + Egg Bhurji (BLR style),"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,350,50,11,11
Eggitarian,257,Day Total,,—,Balanced,922,140,27,25
Eggitarian,258,Breakfast,Egg Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,187,36,4,3
Eggitarian,258,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,258,Lunch,Masala Dosa + Egg Pepper Curry,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,316,54,10,9
Eggitarian,258,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,258,Dinner,Neer Dosa + Egg Roast,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,362,52,11,10
Eggitarian,258,Day Total,,—,Balanced,865,142,25,22
Eggitarian,259,Breakfast,Neer Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,199,38,5,3
Eggitarian,259,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,259,Lunch,Wheat Phulka + Egg Pepper Fry,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,313,46,10,7
Eggitarian,259,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,259,Dinner,Jolada Rotti + Masala Omelette Dosa,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,320,49,9,8
Eggitarian,259,Day Total,,—,Balanced,832,133,24,18
Eggitarian,260,Breakfast,Mallige Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,182,36,5,3
Eggitarian,260,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,260,Lunch,Wheat Phulka + Generic Item,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,538,86,16,12
Eggitarian,260,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,260,Dinner,Ragi Dosa + Egg Masala,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,326,46,9,8
Eggitarian,260,Day Total,,—,Balanced,1046,168,30,23
Eggitarian,261,Breakfast,Onion Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,200,37,5,3
Eggitarian,261,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,261,Lunch,Kotte Kadubu + Egg Pepper Fry,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,327,52,9,7
Eggitarian,261,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,261,Dinner,Kotte Kadubu + Egg Pepper Curry,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,318,54,9,8
Eggitarian,261,Day Total,,—,Balanced,845,143,23,18
Eggitarian,262,Breakfast,Rava Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,177,32,4,3
Eggitarian,262,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,262,Lunch,Uttapam + Egg Masala,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,325,48,10,7
Eggitarian,262,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,262,Dinner,Ragi Dosa + Egg Sambar,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,332,48,8,9
Eggitarian,262,Day Total,,—,Balanced,834,128,22,19
Eggitarian,263,Breakfast,Set Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,201,34,5,3
Eggitarian,263,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,263,Lunch,Wheat Phulka + Masala Omelette Dosa,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,310,46,10,8
Eggitarian,263,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,263,Dinner,Rava Dosa + Generic Item,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,539,87,15,12
Eggitarian,263,Day Total,,—,Balanced,1050,167,30,23
Eggitarian,264,Breakfast,Masala Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,199,39,5,3
Eggitarian,264,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,264,Lunch,Onion Dosa + Masala Omelette Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,322,51,9,8
Eggitarian,264,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,264,Dinner,Uttapam + Egg Pesarattu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,332,49,10,8
Eggitarian,264,Day Total,,—,Balanced,853,139,24,19
Eggitarian,265,Breakfast,Masala Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,199,39,5,3
Eggitarian,265,Morning Snack,Egg Bhurji,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,265,Lunch,Uttapam + Egg Gojju,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Egg 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,322,48,9,8
Eggitarian,265,Evening Snack,Usli,"Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,0,0,0,0
Eggitarian,265,Dinner,Set Dosa + Egg Keema,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,373,48,11,11
