Diet Type,Day,Meal,Dish Combo,Ingredients (per serving),Healthy Tag,Calories (kcal),Carbs (g),Protein (g),Fats (g),Batch
Mixed,223,Day Total,,—,Balanced,1530,194,68,51,.\batch6_mixed_mealplan.csv
Mixed,224,Breakfast,Pesarattu,"Green Gram 60g, Chili 5g, Cumin 2g, Oil 5ml, Salt 2g",Healthy,330,52,11,6,.\batch6_mixed_mealplan.csv
Mixed,224,Morning Snack,Chicken Pakora,"Chicken 60g, Besan 30g, Chili 5g, Oil 10ml",Healthy,300,20,18,16,.\batch6_mixed_mealplan.csv
Mixed,224,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch6_mixed_mealplan.csv
Mixed,224,Evening Snack,Chicken Pakora,"Chicken 60g, Besan 30g, Chili 5g, Oil 10ml",Healthy,300,20,18,16,.\batch6_mixed_mealplan.csv
Mixed,224,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch6_mixed_mealplan.csv
Mixed,224,Day Total,,—,Balanced,1650,216,67,52,.\batch6_mixed_mealplan.csv
Mixed,225,Breakfast,Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,240,45,8,3,.\batch6_mixed_mealplan.csv
Mixed,225,Morning Snack,Paneer Tikka,"Paneer 80g, Spices 5g, Oil 5ml",Healthy,250,6,15,20,.\batch6_mixed_mealplan.csv
Mixed,225,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch6_mixed_mealplan.csv
Mixed,225,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch6_mixed_mealplan.csv
Mixed,225,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch6_mixed_mealplan.csv
Mixed,225,Day Total,,—,Balanced,1390,197,50,44,.\batch6_mixed_mealplan.csv
Mixed,226,Breakfast,Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,260,42,9,9,.\batch6_mixed_mealplan.csv
Mixed,226,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch6_mixed_mealplan.csv
Mixed,226,Lunch,Chicken Curry+Rice,"Rice 50g, Chicken 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 10ml",Healthy,480,60,28,14,.\batch6_mixed_mealplan.csv
Mixed,226,Evening Snack,Paneer Tikka,"Paneer 80g, Spices 5g, Oil 5ml",Healthy,250,6,15,20,.\batch6_mixed_mealplan.csv
Mixed,226,Dinner,Chicken Curry+Rice,"Rice 50g, Chicken 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 10ml",Healthy,480,60,28,14,.\batch6_mixed_mealplan.csv
Mixed,226,Day Total,,—,Balanced,1630,198,85,60,.\batch6_mixed_mealplan.csv
Mixed,227,Breakfast,Upma,"Rava 50g, Curry Leaves 2g, Mustard 2g, Chili 5g, Oil 5ml, Salt 2g",Healthy,320,50,8,8,.\batch6_mixed_mealplan.csv
Mixed,227,Morning Snack,Chicken Pakora,"Chicken 60g, Besan 30g, Chili 5g, Oil 10ml",Healthy,300,20,18,16,.\batch6_mixed_mealplan.csv
Mixed,227,Lunch,Fish Pulusu+Rice,"Rice 50g, Fish 100g, Tamarind 5g, Tomato 20g, Curry Leaves 2g, Oil 10ml, Spices 5g",Healthy,450,56,24,12,.\batch6_mixed_mealplan.csv
Mixed,227,Evening Snack,Chicken Pakora,"Chicken 60g, Besan 30g, Chili 5g, Oil 10ml",Healthy,300,20,18,16,.\batch6_mixed_mealplan.csv
Mixed,227,Dinner,Fish Pulusu+Rice,"Rice 50g, Fish 100g, Tamarind 5g, Tomato 20g, Curry Leaves 2g, Oil 10ml, Spices 5g",Healthy,450,56,24,12,.\batch6_mixed_mealplan.csv
Mixed,227,Day Total,,—,Balanced,1820,202,92,64,.\batch6_mixed_mealplan.csv
Mixed,228,Breakfast,Pesarattu,"Green Gram 60g, Chili 5g, Cumin 2g, Oil 5ml, Salt 2g",Healthy,330,52,11,6,.\batch6_mixed_mealplan.csv
Mixed,228,Morning Snack,Paneer Tikka,"Paneer 80g, Spices 5g, Oil 5ml",Healthy,250,6,15,20,.\batch6_mixed_mealplan.csv
Mixed,228,Lunch,Egg Curry+Rice,"Rice 50g, Egg 2, Tomato 20g, Onion 20g, Spices 5g, Oil 8ml",Healthy,400,54,20,10,.\batch6_mixed_mealplan.csv
Mixed,228,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch6_mixed_mealplan.csv
Mixed,228,Dinner,Egg Curry+Rice,"Rice 50g, Egg 2, Tomato 20g, Onion 20g, Spices 5g, Oil 8ml",Healthy,400,54,20,10,.\batch6_mixed_mealplan.csv
Mixed,228,Day Total,,—,Balanced,1540,196,71,49,.\batch6_mixed_mealplan.csv
Mixed,229,Breakfast,Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,240,45,8,3,.\batch6_mixed_mealplan.csv
Mixed,229,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch6_mixed_mealplan.csv
Mixed,229,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch6_mixed_mealplan.csv
Mixed,229,Evening Snack,Paneer Tikka,"Paneer 80g, Spices 5g, Oil 5ml",Healthy,250,6,15,20,.\batch6_mixed_mealplan.csv
Mixed,229,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch6_mixed_mealplan.csv
Mixed,229,Day Total,,—,Balanced,1370,205,48,40,.\batch6_mixed_mealplan.csv
Mixed,230,Breakfast,Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,260,42,9,9,.\batch6_mixed_mealplan.csv
Mixed,230,Morning Snack,Chicken Pakora,"Chicken 60g, Besan 30g, Chili 5g, Oil 10ml",Healthy,300,20,18,16,.\batch6_mixed_mealplan.csv
Mixed,230,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch6_mixed_mealplan.csv
Mixed,230,Evening Snack,Chicken Pakora,"Chicken 60g, Besan 30g, Chili 5g, Oil 10ml",Healthy,300,20,18,16,.\batch6_mixed_mealplan.csv
Mixed,230,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch6_mixed_mealplan.csv
Mixed,230,Day Total,,—,Balanced,1600,198,67,59,.\batch6_mixed_mealplan.csv
Mixed,231,Breakfast,Upma,"Rava 50g, Curry Leaves 2g, Mustard 2g, Chili 5g, Oil 5ml, Salt 2g",Healthy,320,50,8,8,.\batch6_mixed_mealplan.csv
Mixed,231,Morning Snack,Paneer Tikka,"Paneer 80g, Spices 5g, Oil 5ml",Healthy,250,6,15,20,.\batch6_mixed_mealplan.csv
Mixed,231,Lunch,Chicken Curry+Rice,"Rice 50g, Chicken 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 10ml",Healthy,480,60,28,14,.\batch6_mixed_mealplan.csv
Mixed,231,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch6_mixed_mealplan.csv
Mixed,231,Dinner,Chicken Curry+Rice,"Rice 50g, Chicken 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 10ml",Healthy,480,60,28,14,.\batch6_mixed_mealplan.csv
Mixed,231,Day Total,,—,Balanced,1690,206,84,59,.\batch6_mixed_mealplan.csv
Mixed,232,Breakfast,Pesarattu,"Green Gram 60g, Chili 5g, Cumin 2g, Oil 5ml, Salt 2g",Healthy,330,52,11,6,.\batch6_mixed_mealplan.csv
Mixed,232,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch6_mixed_mealplan.csv
Mixed,232,Lunch,Fish Pulusu+Rice,"Rice 50g, Fish 100g, Tamarind 5g, Tomato 20g, Curry Leaves 2g, Oil 10ml, Spices 5g",Healthy,450,56,24,12,.\batch6_mixed_mealplan.csv
Mixed,232,Evening Snack,Paneer Tikka,"Paneer 80g, Spices 5g, Oil 5ml",Healthy,250,6,15,20,.\batch6_mixed_mealplan.csv
Mixed,232,Dinner,Fish Pulusu+Rice,"Rice 50g, Fish 100g, Tamarind 5g, Tomato 20g, Curry Leaves 2g, Oil 10ml, Spices 5g",Healthy,450,56,24,12,.\batch6_mixed_mealplan.csv
Mixed,232,Day Total,,—,Balanced,1640,200,79,53,.\batch6_mixed_mealplan.csv
Mixed,233,Breakfast,Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,240,45,8,3,.\batch6_mixed_mealplan.csv
Mixed,233,Morning Snack,Chicken Pakora,"Chicken 60g, Besan 30g, Chili 5g, Oil 10ml",Healthy,300,20,18,16,.\batch6_mixed_mealplan.csv
Mixed,233,Lunch,Egg Curry+Rice,"Rice 50g, Egg 2, Tomato 20g, Onion 20g, Spices 5g, Oil 8ml",Healthy,400,54,20,10,.\batch6_mixed_mealplan.csv
Mixed,233,Evening Snack,Chicken Pakora,"Chicken 60g, Besan 30g, Chili 5g, Oil 10ml",Healthy,300,20,18,16,.\batch6_mixed_mealplan.csv
Mixed,233,Dinner,Egg Curry+Rice,"Rice 50g, Egg 2, Tomato 20g, Onion 20g, Spices 5g, Oil 8ml",Healthy,400,54,20,10,.\batch6_mixed_mealplan.csv
Mixed,233,Day Total,,—,Balanced,1640,193,84,55,.\batch6_mixed_mealplan.csv
Mixed,234,Breakfast,Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,260,42,9,9,.\batch6_mixed_mealplan.csv
Mixed,234,Morning Snack,Paneer Tikka,"Paneer 80g, Spices 5g, Oil 5ml",Healthy,250,6,15,20,.\batch6_mixed_mealplan.csv
Mixed,234,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch6_mixed_mealplan.csv
Mixed,234,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch6_mixed_mealplan.csv
Mixed,234,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch6_mixed_mealplan.csv
Mixed,234,Day Total,,—,Balanced,1390,202,49,46,.\batch6_mixed_mealplan.csv
Mixed,235,Breakfast,Upma,"Rava 50g, Curry Leaves 2g, Mustard 2g, Chili 5g, Oil 5ml, Salt 2g",Healthy,320,50,8,8,.\batch6_mixed_mealplan.csv
Mixed,235,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch6_mixed_mealplan.csv
Mixed,235,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch6_mixed_mealplan.csv
Mixed,235,Evening Snack,Paneer Tikka,"Paneer 80g, Spices 5g, Oil 5ml",Healthy,250,6,15,20,.\batch6_mixed_mealplan.csv
Mixed,235,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch6_mixed_mealplan.csv
Mixed,235,Day Total,,—,Balanced,1470,202,50,49,.\batch6_mixed_mealplan.csv
Mixed,236,Breakfast,Pesarattu,"Green Gram 60g, Chili 5g, Cumin 2g, Oil 5ml, Salt 2g",Healthy,330,52,11,6,.\batch6_mixed_mealplan.csv
Mixed,236,Morning Snack,Chicken Pakora,"Chicken 60g, Besan 30g, Chili 5g, Oil 10ml",Healthy,300,20,18,16,.\batch6_mixed_mealplan.csv
Mixed,236,Lunch,Chicken Curry+Rice,"Rice 50g, Chicken 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 10ml",Healthy,480,60,28,14,.\batch6_mixed_mealplan.csv
Mixed,236,Evening Snack,Chicken Pakora,"Chicken 60g, Besan 30g, Chili 5g, Oil 10ml",Healthy,300,20,18,16,.\batch6_mixed_mealplan.csv
Mixed,236,Dinner,Chicken Curry+Rice,"Rice 50g, Chicken 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 10ml",Healthy,480,60,28,14,.\batch6_mixed_mealplan.csv
Mixed,236,Day Total,,—,Balanced,1890,212,103,66,.\batch6_mixed_mealplan.csv
Mixed,237,Breakfast,Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,240,45,8,3,.\batch6_mixed_mealplan.csv
Mixed,237,Morning Snack,Paneer Tikka,"Paneer 80g, Spices 5g, Oil 5ml",Healthy,250,6,15,20,.\batch6_mixed_mealplan.csv
Mixed,237,Lunch,Fish Pulusu+Rice,"Rice 50g, Fish 100g, Tamarind 5g, Tomato 20g, Curry Leaves 2g, Oil 10ml, Spices 5g",Healthy,450,56,24,12,.\batch6_mixed_mealplan.csv
Mixed,237,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch6_mixed_mealplan.csv
Mixed,237,Dinner,Fish Pulusu+Rice,"Rice 50g, Fish 100g, Tamarind 5g, Tomato 20g, Curry Leaves 2g, Oil 10ml, Spices 5g",Healthy,450,56,24,12,.\batch6_mixed_mealplan.csv
Mixed,237,Day Total,,—,Balanced,1550,193,76,50,.\batch6_mixed_mealplan.csv
Mixed,238,Breakfast,Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,260,42,9,9,.\batch6_mixed_mealplan.csv
Mixed,238,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch6_mixed_mealplan.csv
Mixed,238,Lunch,Egg Curry+Rice,"Rice 50g, Egg 2, Tomato 20g, Onion 20g, Spices 5g, Oil 8ml",Healthy,400,54,20,10,.\batch6_mixed_mealplan.csv
Mixed,238,Evening Snack,Paneer Tikka,"Paneer 80g, Spices 5g, Oil 5ml",Healthy,250,6,15,20,.\batch6_mixed_mealplan.csv
Mixed,238,Dinner,Egg Curry+Rice,"Rice 50g, Egg 2, Tomato 20g, Onion 20g, Spices 5g, Oil 8ml",Healthy,400,54,20,10,.\batch6_mixed_mealplan.csv
Mixed,238,Day Total,,—,Balanced,1470,186,69,52,.\batch6_mixed_mealplan.csv
Mixed,239,Breakfast,Upma,"Rava 50g, Curry Leaves 2g, Mustard 2g, Chili 5g, Oil 5ml, Salt 2g",Healthy,320,50,8,8,.\batch6_mixed_mealplan.csv
Mixed,239,Morning Snack,Chicken Pakora,"Chicken 60g, Besan 30g, Chili 5g, Oil 10ml",Healthy,300,20,18,16,.\batch6_mixed_mealplan.csv
Mixed,239,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch6_mixed_mealplan.csv
Mixed,239,Evening Snack,Chicken Pakora,"Chicken 60g, Besan 30g, Chili 5g, Oil 10ml",Healthy,300,20,18,16,.\batch6_mixed_mealplan.csv
Mixed,239,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch6_mixed_mealplan.csv
Mixed,239,Day Total,,—,Balanced,1640,214,64,54,.\batch6_mixed_mealplan.csv
Mixed,240,Breakfast,Pesarattu,"Green Gram 60g, Chili 5g, Cumin 2g, Oil 5ml, Salt 2g",Healthy,330,52,11,6,.\batch6_mixed_mealplan.csv
Mixed,240,Morning Snack,Paneer Tikka,"Paneer 80g, Spices 5g, Oil 5ml",Healthy,250,6,15,20,.\batch6_mixed_mealplan.csv
Mixed,240,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch6_mixed_mealplan.csv
Mixed,240,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch6_mixed_mealplan.csv
Mixed,240,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch6_mixed_mealplan.csv
Mixed,240,Day Total,,—,Balanced,1480,204,53,47,.\batch6_mixed_mealplan.csv
Mixed,241,Breakfast,Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,240,45,8,3,.\batch6_mixed_mealplan.csv
Mixed,241,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch6_mixed_mealplan.csv
Mixed,241,Lunch,Chicken Curry+Rice,"Rice 50g, Chicken 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 10ml",Healthy,480,60,28,14,.\batch6_mixed_mealplan.csv
Mixed,241,Evening Snack,Paneer Tikka,"Paneer 80g, Spices 5g, Oil 5ml",Healthy,250,6,15,20,.\batch6_mixed_mealplan.csv
Mixed,241,Dinner,Chicken Curry+Rice,"Rice 50g, Chicken 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 10ml",Healthy,480,60,28,14,.\batch6_mixed_mealplan.csv
Mixed,241,Day Total,,—,Balanced,1610,201,84,54,.\batch6_mixed_mealplan.csv
Mixed,242,Breakfast,Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,260,42,9,9,.\batch6_mixed_mealplan.csv
Mixed,242,Morning Snack,Chicken Pakora,"Chicken 60g, Besan 30g, Chili 5g, Oil 10ml",Healthy,300,20,18,16,.\batch6_mixed_mealplan.csv
Mixed,242,Lunch,Fish Pulusu+Rice,"Rice 50g, Fish 100g, Tamarind 5g, Tomato 20g, Curry Leaves 2g, Oil 10ml, Spices 5g",Healthy,450,56,24,12,.\batch6_mixed_mealplan.csv
Mixed,242,Evening Snack,Chicken Pakora,"Chicken 60g, Besan 30g, Chili 5g, Oil 10ml",Healthy,300,20,18,16,.\batch6_mixed_mealplan.csv
Mixed,242,Dinner,Fish Pulusu+Rice,"Rice 50g, Fish 100g, Tamarind 5g, Tomato 20g, Curry Leaves 2g, Oil 10ml, Spices 5g",Healthy,450,56,24,12,.\batch6_mixed_mealplan.csv
Mixed,242,Day Total,,—,Balanced,1760,194,93,65,.\batch6_mixed_mealplan.csv
Mixed,243,Breakfast,Upma,"Rava 50g, Curry Leaves 2g, Mustard 2g, Chili 5g, Oil 5ml, Salt 2g",Healthy,320,50,8,8,.\batch6_mixed_mealplan.csv
Mixed,243,Morning Snack,Paneer Tikka,"Paneer 80g, Spices 5g, Oil 5ml",Healthy,250,6,15,20,.\batch6_mixed_mealplan.csv
Mixed,243,Lunch,Egg Curry+Rice,"Rice 50g, Egg 2, Tomato 20g, Onion 20g, Spices 5g, Oil 8ml",Healthy,400,54,20,10,.\batch6_mixed_mealplan.csv
Mixed,243,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch6_mixed_mealplan.csv
Mixed,243,Dinner,Egg Curry+Rice,"Rice 50g, Egg 2, Tomato 20g, Onion 20g, Spices 5g, Oil 8ml",Healthy,400,54,20,10,.\batch6_mixed_mealplan.csv
Mixed,243,Day Total,,—,Balanced,1530,194,68,51,.\batch6_mixed_mealplan.csv
Mixed,244,Breakfast,Pesarattu,"Green Gram 60g, Chili 5g, Cumin 2g, Oil 5ml, Salt 2g",Healthy,330,52,11,6,.\batch6_mixed_mealplan.csv
Mixed,244,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch6_mixed_mealplan.csv
Mixed,244,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch6_mixed_mealplan.csv
Mixed,244,Evening Snack,Paneer Tikka,"Paneer 80g, Spices 5g, Oil 5ml",Healthy,250,6,15,20,.\batch6_mixed_mealplan.csv
Mixed,244,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch6_mixed_mealplan.csv
Mixed,244,Day Total,,—,Balanced,1460,212,51,43,.\batch6_mixed_mealplan.csv
Mixed,245,Breakfast,Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,240,45,8,3,.\batch6_mixed_mealplan.csv
Mixed,245,Morning Snack,Chicken Pakora,"Chicken 60g, Besan 30g, Chili 5g, Oil 10ml",Healthy,300,20,18,16,.\batch6_mixed_mealplan.csv
Mixed,245,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch6_mixed_mealplan.csv
Mixed,245,Evening Snack,Chicken Pakora,"Chicken 60g, Besan 30g, Chili 5g, Oil 10ml",Healthy,300,20,18,16,.\batch6_mixed_mealplan.csv
Mixed,245,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch6_mixed_mealplan.csv
Mixed,245,Day Total,,—,Balanced,1580,201,66,53,.\batch6_mixed_mealplan.csv
Mixed,246,Breakfast,Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,260,42,9,9,.\batch6_mixed_mealplan.csv
Mixed,246,Morning Snack,Paneer Tikka,"Paneer 80g, Spices 5g, Oil 5ml",Healthy,250,6,15,20,.\batch6_mixed_mealplan.csv
Mixed,246,Lunch,Chicken Curry+Rice,"Rice 50g, Chicken 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 10ml",Healthy,480,60,28,14,.\batch6_mixed_mealplan.csv
Mixed,246,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch6_mixed_mealplan.csv
Mixed,246,Dinner,Chicken Curry+Rice,"Rice 50g, Chicken 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 10ml",Healthy,480,60,28,14,.\batch6_mixed_mealplan.csv
Mixed,246,Day Total,,—,Balanced,1630,198,85,60,.\batch6_mixed_mealplan.csv
Mixed,247,Breakfast,Upma,"Rava 50g, Curry Leaves 2g, Mustard 2g, Chili 5g, Oil 5ml, Salt 2g",Healthy,320,50,8,8,.\batch6_mixed_mealplan.csv
Mixed,247,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch6_mixed_mealplan.csv
Mixed,247,Lunch,Fish Pulusu+Rice,"Rice 50g, Fish 100g, Tamarind 5g, Tomato 20g, Curry Leaves 2g, Oil 10ml, Spices 5g",Healthy,450,56,24,12,.\batch6_mixed_mealplan.csv
Mixed,247,Evening Snack,Paneer Tikka,"Paneer 80g, Spices 5g, Oil 5ml",Healthy,250,6,15,20,.\batch6_mixed_mealplan.csv
Mixed,247,Dinner,Fish Pulusu+Rice,"Rice 50g, Fish 100g, Tamarind 5g, Tomato 20g, Curry Leaves 2g, Oil 10ml, Spices 5g",Healthy,450,56,24,12,.\batch6_mixed_mealplan.csv
Mixed,247,Day Total,,—,Balanced,1630,198,76,55,.\batch6_mixed_mealplan.csv
Mixed,248,Breakfast,Pesarattu,"Green Gram 60g, Chili 5g, Cumin 2g, Oil 5ml, Salt 2g",Healthy,330,52,11,6,.\batch6_mixed_mealplan.csv
Mixed,248,Morning Snack,Chicken Pakora,"Chicken 60g, Besan 30g, Chili 5g, Oil 10ml",Healthy,300,20,18,16,.\batch6_mixed_mealplan.csv
Mixed,248,Lunch,Egg Curry+Rice,"Rice 50g, Egg 2, Tomato 20g, Onion 20g, Spices 5g, Oil 8ml",Healthy,400,54,20,10,.\batch6_mixed_mealplan.csv
Mixed,248,Evening Snack,Chicken Pakora,"Chicken 60g, Besan 30g, Chili 5g, Oil 10ml",Healthy,300,20,18,16,.\batch6_mixed_mealplan.csv
Mixed,248,Dinner,Egg Curry+Rice,"Rice 50g, Egg 2, Tomato 20g, Onion 20g, Spices 5g, Oil 8ml",Healthy,400,54,20,10,.\batch6_mixed_mealplan.csv
Mixed,248,Day Total,,—,Balanced,1730,200,87,58,.\batch6_mixed_mealplan.csv
Mixed,249,Breakfast,Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,240,45,8,3,.\batch6_mixed_mealplan.csv
Mixed,249,Morning Snack,Paneer Tikka,"Paneer 80g, Spices 5g, Oil 5ml",Healthy,250,6,15,20,.\batch6_mixed_mealplan.csv
Mixed,249,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch6_mixed_mealplan.csv
Mixed,249,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch6_mixed_mealplan.csv
Mixed,249,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g, Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch6_mixed_mealplan.csv
Mixed,249,Day Total,,—,Balanced,1370,205,48,40,.\batch6_mixed_mealplan.csv
Mixed,250,Breakfast,Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,260,42,9,9,.\batch6_mixed_mealplan.csv
Mixed,250,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch6_mixed_mealplan.csv
Mixed,250,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch6_mixed_mealplan.csv
Mixed,250,Evening Snack,Paneer Tikka,"Paneer 80g, Spices 5g, Oil 5ml",Healthy,250,6,15,20,.\batch6_mixed_mealplan.csv
Mixed,250,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g, Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch6_mixed_mealplan.csv
